leadercode,stname,Region,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
239,Myanmar,South-Eastern Asia,330.0,,,,,Zhang Qifu,Khun Sa,Khun,Sa,,,Myanmar vs MTA,The Mong Tai Army,MTA,,Male,1934.0,2007.0,1.0,"Shan State, Burma",51.0,51.0,Founded/Co-founded,0.0,No/incomplete primary,,,,0.0,0.0,1.0,,1.0,Buddhism,0.0,0.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,Disease/natural causes,Shan,0.0,0.0,Complete,2360,1985.0-1995.0,16.0,2014,1.0,1.0,1985.0,12.0,1995.0,67.0,308.0,1097.0,0.0,1.0,1.0,1.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-3.0,1329.0,775.0,0.0,1.0,0.0,0.0,0.0,61.0
240,India,South Asia,208.0,,,,,Kondapalli Seetharamaiah,Kondapalli Seetharamaiah,Kondapalli,Seetharamaiah,,Kondapally Sitaramah,India vs PWG,People's War Group (PWG),,64.0,Male,1915.0,2002.0,1.0,"Janardhanapuram Village Near Gudivada in Krishna District, India",65.0,75.0,Founded/Co-founded,0.0,,,,,,,1.0,19.0,1.0,Hinduism,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Hindi,0.0,0.0,Complete,75,1990.0-1992.0,6.0,817,1.0,1.0,1990.0,1.0,1992.0,29.0,405.0,1035.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,49.0,5.0,2.0,0.0,0.0,0.0,0.0,0,2.0,7.0,1266.0,750.0,0.0,1.0,0.0,0.0,0.0,77.0
241,Sierra Leone,Sub-Saharan Africa,397.0,,Major,,,Johnny Paul Koroma,Johnny Paul Koroma,Johnny,Koroma,,,Sierra Leone vs AFRC,,,,Male,1960.0,2003.0,1.0,"Tombodu, Kono District, Sierra  Leone",37.0,38.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military,Military,,1.0,1.0,1.0,,0.0,Christianity,,1.0,0.0,0.0,Military,1.0,0.0,1.0,0.0,0.0,1.0,5.0,Bachelor's,"United Kingdom, Ghana",1.0,0.0,2.0,1.0,,,"Halima, Temne",0.0,0.0,Complete,1110,1998.0-1999.0,5.0,1516,1.0,2.0,1998.0,12.0,1999.0,187.0,131.0,1385.0,1.0,2.0,0.0,0.0,3.0,2.0,10.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0.0,4.0,664.0,451.0,1.0,0.0,0.0,0.0,0.0,39.0
242,Bosnia,Europe,44.0,,,,,Kresimir Zubak,Kresimir Zubak,Kresimir,Zubak,,,Bosnia vs Croatian Republic,Croatian Republic,,,Male,1947.0,,0.0,"Doboj, Bosnia (Former Yugoslavia)",47.0,47.0,Elected,0.0,Obtained Bachelor's,Law,Law,,0.0,0.0,1.0,,1.0,Christianity,,1.0,0.0,0.0,Career politician,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,Croatian,0.0,0.0,Complete,219,1994.0-1994.0,4.0,196,2.0,2.0,1994.0,3.0,1994.0,203.0,293.0,1193.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,1296.0,346.0,0.0,0.0,1.0,0.0,0.0,47.0
243,Gambia,Sub-Saharan Africa,164.0,Doctor,,,,Kukli Samba Sanyang,Kukli Sanyang,Kukli,Sanyang,,Dominique Salvoa Kukoi Samba; Dr. Sarjo Manneh; Dr. Manning,Gambia vs SRLP,"Gambia Socialist Revolutionary Party, National Convention Party,  Movement for Justice in Africa, National Patriotic Front of Liberia,  Gambia Underground Socialist Revolutionary Workers Party",,,Male,1952.0,2013.0,1.0,"Wassadu, Gambia",29.0,29.0,Unclear,0.0,Obtained Bachelor's,Religion,Religion,,0.0,0.0,1.0,,1.0,Islam,0.0,1.0,0.0,0.0,Laborer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,,,,Complete,60,1981.0-1981.0,1.0,647,1.0,7.0,1981.0,8.0,1981.0,149.0,547.0,1363.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,1245.0,420.0,1.0,0.0,0.0,0.0,0.0,29.0
244,Myanmar,South-Eastern Asia,314.0,,,,,Lanyaw Zawng Hra,Lanyaw Zawng Hra,Lanyaw,Hra,,,Myanmar vs KIO,The Kachin Independence Organization,KIO,,Male,1935.0,,0.0,"Sumprabum, Myanmar",29.0,76.0,Unclear,0.0,Obtained Bachelor's,,Unknown,,0.0,0.0,1.0,,,Christianity,,,0.0,0.0,,,1.0,,1.0,,0.0,0.0,,,,,,0.0,,,Kachin,0.0,0.0,Complete,5,2011.0-2011.0,1.0,1170,1.0,6.0,2011.0,12.0,2011.0,34.0,304.0,1043.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,0,0.0,-1.0,5058.0,775.0,0.0,1.0,0.0,0.0,0.0,76.0
245,Chad,Sub-Saharan Africa,76.0,,,,,Laokein Barde Frisson,Laokein Barde Frisson,Laokein,Frisson,,,Chad vs FARF,Action Front for a Federal Republic (FARF),,,Male,,1998.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,KIA,,,,Incomplete,6,1997.0-1998.0,3.0,310,1.0,11.0,1997.0,4.0,1998.0,91.0,26.0,1297.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,880.0,483.0,1.0,0.0,0.0,0.0,0.0,
246,Democratic Republic of Congo,Sub-Saharan Africa,125.0,,,,,Laurent Kabila,Laurent Kabila,Laurent,Kabila,,,DRC vs AFDL,,,,Male,1939.0,2001.0,1.0,"Likasi, Katanga Province, Democratic Republic of the Congo",57.0,57.0,,0.0,Obtained Bachelor's,Philosophy,Philosophy,,0.0,1.0,1.0,,1.0,Christianity,,1.0,0.0,0.0,Business/entrepeneurship,0.0,1.0,0.0,0.0,1.0,1.0,,Bachelor's,"Tanzania, France, Serbia",0.0,1.0,3.0,0.0,0.0,Fratricide,"Luba-Kasai, French",0.0,0.0,Complete,8110,1996.0-1997.0,3.0,486,1.0,10.0,1996.0,5.0,1997.0,86.0,39.0,1268.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,265.0,490.0,1.0,0.0,0.0,0.0,0.0,58.0
247,Democratic Republic of Congo,Sub-Saharan Africa,128.0,,,,,Laurent Nkundabatware Mihigo,Laurent Nkunda,Laurent,Nkunda,The Chairman,Laurent Nkunda Batware,DRC vs CNDP,National Congress for the Defence of the People,CNDP,,Male,1967.0,,0.0,"Rutshuru Region, North Kivu Province, Democratic Republic of the Congo    ",39.0,39.0,Founded/Co-founded,0.0,Obtained Bachelor's,Psychology,Science,,0.0,0.0,1.0,,1.0,Christianity,1.0,0.0,0.0,0.0,Military,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,"Kinyarwanda, English, French, Swahili",1.0,1.0,Complete,1230,2006.0-2009.0,6.0,494,1.0,1.0,2006.0,1.0,2009.0,86.0,646.0,1272.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,,0.0,1.0,0,0.0,4.0,259.0,490.0,1.0,0.0,0.0,0.0,0.0,42.0
248,Burundi,Sub-Saharan Africa,51.0,,,,,Leonard Nyangoma,Leonard Nyangoma,Leonard,Nyangoma,,,Burundi vs CNDD,National Council for the Defense of Democracy,,,Male,1953.0,,0.0,"Rutundwe in Songa Commune, Province Bururi, Burundi",41.0,41.0,Appointed/Designated,0.0,Obtained Bachelor's,Mathematical Sciences,Math,,0.0,0.0,0.0,,0.0,Christianity,,1.0,0.0,0.0,Education,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Kirundi,0.0,0.0,Complete,151,1994.0-2000.0,15.0,210,1.0,10.0,1994.0,8.0,2000.0,90.0,12.0,1277.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.0,-1.0,462.0,516.0,1.0,0.0,0.0,0.0,0.0,47.0
249,Azerbaijan,Middle East,39.0,,,,,Leonard Petrosyan,Leonard Petrosyan,Leonard,Petrosyan,,,Azerbaijan vs NKR,Nagorno-Karabakh Republic,NKR,,Male,1953.0,1999.0,1.0,"Martouni, Nagorno-Karabakh Republic, Azerbaijan",38.0,38.0,Appointed/Designated,0.0,Obtained Bachelor's,Economics,Economics,,0.0,0.0,1.0,,1.0,Christianity,,0.0,0.0,0.0,Laborer,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Assassinated by rival group,"Armenian, Russian",0.0,0.0,Complete,50,1991.0-1992.0,3.0,168,1.0,12.0,1991.0,1.0,1992.0,193.0,361.0,1181.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,9512.0,373.0,0.0,0.0,1.0,0.0,0.0,39.0
250,Russia,Eastern Europe,382.0,,,,,Levon Ter-Petrossian,Levon Ter-Petrossian,Levon,Ter-Petrossian,,,Russia vs ANM,ANM,,,Male,1945.0,,0.0,"Aleppo, Syria",43.0,45.0,Elected,0.0,Obtained Doctorate,Oriental studies (Syriology),Other,,0.0,0.0,1.0,25.0,0.0,Christianity,1.0,1.0,0.0,0.0,Sciences,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Doctorate,Russia,0.0,0.0,1.0,0.0,0.0,,"Russian, French, Arabic",0.0,1.0,Complete,484,1990.0-1991.0,3.0,1462,1.0,1.0,1990.0,8.0,1991.0,181.0,370.0,1173.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,4.0,3.0,20057.0,365.0,0.0,0.0,1.0,0.0,0.0,46.0
251,Venezuela,South America,481.0,,,,,Luis Ramón Reyes Reyes,Luis Reyes,Luis,Reyes,,,Venezeula vs Hugo Chavez,,,,Male,1952.0,,0.0,"Barinas, Venezuela",30.0,40.0,Founded/Co-founded,1.0,Obtained Bachelor's,Aeronautical Sciences and Military Aviation,Military,Science,1.0,1.0,1.0,26.0,1.0,Christianity,,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,0.0,1.0,4.0,Bachelor's,United States of America,0.0,0.0,1.0,0.0,0.0,,Spanish,0.0,0.0,Complete,42800,1992.0-1992.0,1.0,1873,2.0,2.0,1992.0,11.0,1992.0,80.0,475.0,1603.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,9201.0,101.0,0.0,0.0,0.0,0.0,1.0,40.0
252,Algeria,Northern Africa,27.0,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria vs MIA/FIS/AIS,,,,Male,1960.0,,0.0,"Jijel, Algeria",35.0,35.0,Unclear,0.0,Finished secondary,,,,,,1.0,,1.0,Islam,,1.0,0.0,0.0,Activist,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,,Arabic,0.0,0.0,Complete,122,1995.0-2000.0,15.0,125,2.0,3.0,1995.0,1.0,2000.0,191.0,1.0,1389.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,-3.0,3943.0,615.0,0.0,0.0,0.0,1.0,0.0,40.0
253,Ethiopia,Sub-Saharan Africa,153.0,,,,,Magarsa Bari,Magarsa Bari,Magarsa,Bari,,Margarsaa Barii,Ethiopia vs ONLF,,,,Male,,1980.0,1.0,"Bale Province, Ethiopia",,,Elected,0.0,Finished secondary,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,"Oromo, Amharic",0.0,0.0,Incomplete,3,1977.0-1980.0,10.0,613,2.0,9.0,1977.0,3.0,1980.0,219.0,55.0,1404.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0,0.0,-3.0,631.0,530.0,1.0,0.0,0.0,0.0,0.0,
254,Chad,Sub-Saharan Africa,80.0,,,,,Mohammed Nour Abdelkarim,Mahamat Abdelkarim,Mahamat,Abdelkarim,,Mahamat Nour Abdelkarim,Chad vs FUCD,United Front for Democratic Change,FUCD,,Male,1960.0,,0.0,"Dar Tama, Department of Wadi Fira, a Region of Chad",45.0,45.0,Founded/Co-founded,0.0,,,,,,,0.0,,0.0,Islam,1.0,1.0,0.0,0.0,Activist,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Tama, Arabic, French",0.0,0.0,Complete,32,2005.0-2006.0,3.0,317,1.0,1.0,2005.0,12.0,2006.0,91.0,455.0,1299.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1607.0,483.0,1.0,0.0,0.0,0.0,0.0,46.0
255,Chad,Sub-Saharan Africa,70.0,,,,,Mohamed Ahmet Nouri,Mahamat Nouri,Mahamat,Nouri,,Mahamat Nouri,Chad vs AN,National Alliance,"AN, UFDD",,Male,1974.0,,0.0,"Faya-Largeau, Chad",34.0,34.0,Founded/Co-founded,0.0,,,,,,,1.0,,1.0,Islam,,1.0,1.0,0.0,Other,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Daza, French",0.0,0.0,Complete,128,2006.0-2008.0,4.0,340,2.0,2.0,2008.0,12.0,2007.0,91.0,767.0,1577.0,1.0,1.0,0.0,1.0,2.0,1.0,103.0,40.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1592.0,483.0,1.0,0.0,0.0,0.0,0.0,33.0
256,Israel,Middle East,248.0,Chairman,,,,Mahmoud Abbas,Mahmoud Abbas,Mahmoud,Abbas,Abu Mazen,,Israel vs Fatah,Harakat at-Tahrir al-Watani al-Filastini (FATAH)/Force 17/Tanzim/al-Aqsa Martyrs' Brigade/al-Asifa,Fatah,16.0,Male,1935.0,,0.0,"Safed, Mandatory Palestine",69.0,69.0,Appointed/Designated,0.0,Obtained Doctorate,History,History,,0.0,0.0,1.0,,1.0,Islam,0.0,0.0,0.0,0.0,Career politician,0.0,0.0,0.0,0.0,1.0,1.0,8.0,Doctorate,"Syria, Russia",0.0,1.0,3.0,0.0,0.0,,"Arabic, English",1.0,0.0,Complete,12200,2004.0-2007.0,26.0,1004,2.0,11.0,2004.0,12.0,2007.0,37.0,377.0,1049.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,0,0.0,6.0,22791.0,666.0,0.0,0.0,0.0,1.0,0.0,72.0
257,Ethiopia,Sub-Saharan Africa,140.0,,,,,Mahmouda Ahmed Gaas,Mahmouda Ahmed Gaas,Mahmouda,Gaas,,,Ethiopia vs ARDUF,Afar Revolutionary Democratic Unity Front,ARDUF,,Male,,,,,,,,,,,,,,,1.0,,1.0,Islam,,1.0,,,Other,,1.0,,1.0,,,,,,,,,,,,,,,Incomplete,2880,1996.0-1996.0,1.0,538,1.0,4.0,1996.0,12.0,1996.0,168.0,52.0,1372.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.0,1.0,489.0,530.0,1.0,0.0,0.0,0.0,0.0,
259,Tajikistan,Central Asia,447.0,,,,,Makhmud Khudoberdiyev,Makhmud Khudoberdiyev,Makhmud,Khudoberdiyev,,,Tajikistan vs MPT,Movement for Peace in Tajikistan,,,Male,1964.0,2001.0,1.0,"Kurgan-Tube, Tajikstan (Former USSR)",32.0,34.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies,Military,,0.0,0.0,1.0,,1.0,Islam,0.0,1.0,0.0,0.0,Military,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Tajik,0.0,0.0,Complete,8,1998.0-1998.0,1.0,1719,1.0,11.0,1998.0,11.0,1998.0,200.0,415.0,1189.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,1444.0,702.0,0.0,1.0,0.0,0.0,0.0,34.0
260,Chad,Sub-Saharan Africa,88.0,,,,,Maldoum Bada Abbas,Maldoum Bada Abbas,Maldoum,Abbas,,,Chad vs Military Faction,Military Faction,,,Male,1952.0,2006.0,1.0,,,39.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,Bachelor's,France,1.0,,,0.0,,Assassinated by government,,,,Incomplete,14,1991.0-1991.0,1.0,333,1.0,10.0,1991.0,12.0,1991.0,91.0,777.0,1295.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,1221.0,483.0,1.0,0.0,0.0,0.0,0.0,39.0
261,Sudan,Northern Africa,441.0,,,,,Malik Agar,Malik Agar,Malik,Agar,,,Sudan vs SPLM/A-North,SPLM/A-North,,,Male,1960.0,,0.0,"Ingessana Hills, Blue Nile State, Sudan",51.0,51.0,Founded/Co-founded,0.0,Obtained Bachelor's,,Unknown,,0.0,0.0,0.0,,0.0,Islam,,1.0,0.0,0.0,Career politician,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Arabic, English",1.0,0.0,Complete,2260,2011.0-2011.0,1.0,1709,1.0,6.0,2011.0,11.0,2011.0,113.0,812.0,2008.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,0,0.0,-2.0,2308.0,625.0,0.0,0.0,0.0,1.0,0.0,51.0
262,Indonesia,South-Eastern Asia,218.0,,,,,Malik Mahmud,Malik Mahmud,Malik,Mahmud,,,Indonesia vs GAM,Gerakan Aceh Merdeka (GAM),Free Aceh Movement,62.0,Male,1939.0,,0.0,Singapore,60.0,60.0,Unclear,1.0,,,,,,,1.0,,,Islam,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,,0.0,0.0,,"Acehnese, Bahasa Indonesia, Bahasa Melayu, English",1.0,1.0,Complete,8580,1999.0-2005.0,28.0,889,1.0,1.0,1999.0,8.0,2005.0,171.0,347.0,1170.0,0.0,1.0,1.0,1.0,2.0,3.0,61.0,13.0,42.0,23.0,0.0,0.0,0.0,1.0,1,0.0,6.0,3189.0,850.0,0.0,1.0,0.0,0.0,0.0,66.0
263,Nigeria,Sub-Saharan Africa,348.0,,,,,Mamman Nur,Mamman Nur,Mamman,Nur,,,Nigeria vs Boko Haram,Boko Haram/Jama'at Ahl as-Sunnah lid-Da'awa wal-Jihad/Wilayat Gharb Afriqiyah,Boko Haram,122.0,Male,,,,,,,Founded/Co-founded,1.0,Obtained Bachelor's,Theology,Religion,,0.0,0.0,,,,Islam,,0.0,,,Religion,,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,Incomplete,339,2009.0-2010.0,3.0,1311,2.0,7.0,2009.0,7.0,2010.0,100.0,793.0,1935.0,1.0,1.0,0.0,0.0,1.0,2.0,171.0,58.0,14.0,9.0,0.0,,1.0,0.0,1,0.0,4.0,1990.0,475.0,1.0,0.0,0.0,0.0,0.0,
264,Niger,Sub-Saharan Africa,341.0,,,,,Mano Dayak,Mano Dayak,Mano,Dayak,,,Niger vs CRA,Coordination de la Resistnance,CRA,,Male,1950.0,1995.0,1.0,"Nigerian Aïr Mountains in the Tidene Valley North of Agadez, Niger",44.0,44.0,Founded/Co-founded,1.0,Obtained Bachelor's,Anthropology; Folklore; Political Science,Science,,0.0,1.0,1.0,,1.0,,,1.0,,0.0,Business/entrepeneurship,,1.0,,,,1.0,6.0,Master's,"United States of America, France",,1.0,,,,Accident,"Tamashek, French, English",1.0,0.0,Complete,212,1994.0-1994.0,1.0,1300,1.0,5.0,1994.0,10.0,1994.0,178.0,111.0,1377.0,0.0,1.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,561.0,436.0,1.0,0.0,0.0,0.0,0.0,44.0
265,Bangladesh,South Asia,42.0,,,,,Manobendro Narayon Larma,M.N. Larma,M.N.,Larma,,,Bangladesh vs Shanti Bahini,Shanti Bahini,,,Male,1941.0,1983.0,1.0,"Khagrachhari District (Chittagong Hill Tract), Bangladesh",34.0,34.0,Founded/Co-founded,1.0,Obtained Bachelor's,Law,Law,,0.0,0.0,1.0,30.0,1.0,Buddhism,0.0,1.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,Assassinated by rival group,"Chakma, Bengali",0.0,0.0,Complete,93,1975.0-1983.0,45.0,188,1.0,2.0,1975.0,11.0,1983.0,126.0,223.0,1127.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,1071.0,771.0,0.0,1.0,0.0,0.0,0.0,42.0
266,Colombia,South America,105.0,,,,,Pedro Antonio Marín Marín,Manuel Marulanda,Manuel,Marulanda,Tirofijo,Manuel Marulanda Vélez,Colombia vs FARC,Fuerzas Armadas Revolucionares de Colombia (FARC)/Manuel Marulanda faction of Partido Comunista Colombiano,FARC,528.0,Male,1930.0,2008.0,1.0,"Génova, Colombia",34.0,34.0,Founded/Co-founded,1.0,Finished primary,,,,0.0,0.0,1.0,70.0,1.0,Christianity,0.0,0.0,0.0,0.0,Other,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Spanish,0.0,0.0,Complete,2800,1964.0-2008.0,496.0,431,1.0,5.0,1964.0,3.0,2008.0,92.0,237.0,1604.0,1.0,2.0,1.0,1.0,2.0,1.0,1593.0,1072.0,781.0,325.0,0.0,1.0,0.0,1.0,0,0.0,6.0,7167.0,100.0,0.0,0.0,0.0,0.0,1.0,78.0
267,Colombia,South America,97.0,,,,,Manuel Pérez Martínez,Manuel Pérez,Manuel,Pérez,El Cura Pérez,,Colombia vs ELN,Ejército de Liberación Nacional (ELN),National Liberation Army,11.0,Male,1943.0,1998.0,1.0,"Alfamén, Province of Zaragoza, Spain",30.0,41.0,Appointed/Designated,1.0,Obtained Bachelor's,Philosophy and Theology,Religion,Philosophy,0.0,1.0,1.0,,1.0,Christianity,0.0,1.0,0.0,0.0,Religion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Spanish,0.0,0.0,Complete,24500,1984.0-1998.0,120.0,356,1.0,7.0,1984.0,2.0,1998.0,92.0,342.0,1582.0,1.0,1.0,1.0,1.0,1.0,1.0,390.0,216.0,548.0,119.0,0.0,1.0,0.0,1.0,0,0.0,6.0,6556.0,100.0,0.0,0.0,0.0,0.0,1.0,55.0
268,Myanmar,South-Eastern Asia,315.0,,,,,Maran Brang Seng,Maran Brang Seng,Maran,Seng,,,Myanmar vs KIO,The Kachin Independence Organization,KIO,,Male,1931.0,1994.0,1.0,"Hpakan, Kachin State, British Burma",44.0,44.0,Elected,0.0,Obtained Bachelor's,,Unknown,,0.0,0.0,1.0,,1.0,Christianity,,0.0,0.0,0.0,Education,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Kachin,0.0,0.0,Complete,30,1975.0-1993.0,423.0,1189,2.0,8.0,1975.0,10.0,1993.0,34.0,304.0,1043.0,0.0,2.0,1.0,0.0,2.0,2.0,20.0,20.0,9.0,7.0,0.0,1.0,0.0,0.0,0,0.0,-3.0,1198.0,775.0,0.0,1.0,0.0,0.0,0.0,62.0
269,United Kingdom,Europe,473.0,,,,,Martin McGuinness,Martin McGuinness,Martin,McGuinness,,,UK vs PIRA,Provisional Irish Republican Army (PIRA)/Irish Republican Army (IRA)/Óghlaigh na hÉireann,IRA,4.0,Male,1950.0,2017.0,1.0,"Londonderry, United Kingdom",28.0,28.0,Appointed/Designated,0.0,Finished primary,,,,0.0,0.0,1.0,24.0,1.0,Christianity,0.0,0.0,0.0,0.0,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,Disease/natural causes,English,1.0,0.0,Complete,17300,1978.0-1982.0,50.0,1855,7.0,2.0,1978.0,9.0,1982.0,119.0,216.0,1124.0,0.0,1.0,0.0,0.0,1.0,3.0,74.0,54.0,186.0,109.0,1.0,0.0,0.0,1.0,0,1.0,7.0,17064.0,200.0,0.0,0.0,1.0,0.0,0.0,32.0
270,Indonesia,South-Eastern Asia,223.0,,,,,Martin Tabu,Martin Tabu,Martin,Tabu,,,Indonesia vs OPM,Organisasi Papua Merdeka (OPM)/West Papua National Liberation Army (TPN),Free Papua Movement,146.0,Male,,,0.0,,,,Unclear,0.0,,,,,,,,,,Christianity,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,Papuan,0.0,0.0,Incomplete,1760,1978.0-1980.0,12.0,896,3.0,9.0,1978.0,8.0,1980.0,94.0,498.0,1108.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,1878.0,850.0,0.0,1.0,0.0,0.0,0.0,
271,Iraq,Middle East,243.0,,,,,Masoud Barzani,Masoud Barzani,Masoud,Barzani,,,Iraq vs KDP,Kurdistan Democratic Party (KDP),KDP,155.0,Male,1946.0,,0.0,"Mahabad, Iran",33.0,33.0,Elected,0.0,Finished primary,,,,0.0,0.0,1.0,,1.0,Islam,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,1.0,,Secondary,Iraq,0.0,0.0,1.0,0.0,0.0,,"Kurdish, Arabic, Farsi, English",1.0,1.0,Complete,2500,1979.0-1991.0,79.0,973,1.0,1.0,1979.0,12.0,1991.0,74.0,279.0,1102.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5.0,1729.0,645.0,0.0,0.0,0.0,1.0,0.0,45.0
