leadercode,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
216,440.0,none,none,none,none,John Garang,John Garang,John,Garang,none,none,Sudan,Sudan vs SPLM/A,Sudan People's Liberation Army/Movement (SPLA)/South Sudan Army,none,100.0,Male,1945.0,2005.0,1.0,"Wangkulei, Anglo-Egyptian Sudan (Now in Sudan)",38.0,38.0,Founded/Co-founded,0.0,Obtained Doctorate,Economics,Economics,none,1.0,1.0,1.0,31.0,1.0,Christianity,0.0,1.0,0.0,0.0,Military,1.0,1.0,1.0,0.0,0.0,1.0,10.0,Doctorate,"Tanzania, United States of America",1.0,0.0,2.0,0.0,0.0,Accident,"Arabic, English",1.0,0.0,Complete,4310,1983.0-2005.0,253.0,1708,1.0,5.0,1983.0,1.0,2005.0,113.0,641.0,1312.0,1.0,2.0,1.0,0.0,2.0,2.0,103.0,42.0,17.0,6.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1885.0,625.0,0.0,0.0,0.0,1.0,0.0,60.0
218,32.0,none,none,none,none,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,none,none,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21.0,Male,1934.0,2002.0,1.0,"Bie Province, Angola",33.0,41.0,Founded/Co-founded,0.0,Obtained Bachelor's,Political Science,Political Science,none,0.0,1.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Career politician,0.0,1.0,0.0,1.0,0.0,1.0,5.0,Bachelor's,"Portugal, Switzerland, Lisbon, Switzerland",1.0,1.0,3.0,1.0,0.0,KIA,"Portuguese, Umbundu",0.0,0.0,Complete,6690,1975.0-2002.0,94.0,2058,1.0,11.0,1975.0,2.0,2002.0,131.0,7.0,1421.0,1.0,2.0,1.0,1.0,2.0,3.0,1951.0,1373.0,357.0,123.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,2407.0,540.0,1.0,0.0,0.0,0.0,0.0,68.0
219,176.0,none,Comandante,none,none,Jorge Soto,Pablo Monsanto,Pablo,Monsanto,Pablo Monsanto,none,Guatemala,Guatemala vs URNG,Unidad Revolucionaria Nacional Guatemalteca (URNG),"URNG, Armed Rebel Forces",287.0,Male,1945.0,NaN,0.0,NaN,37.0,37.0,Founded/Co-founded,1.0,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Christianity,NaN,NaN,NaN,NaN,none,NaN,1.0,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,Spanish,0.0,0.0,Incomplete,14500,1981.0-1996.0,106.0,686,1.0,3.0,1982.0,12.0,1981.0,36.0,228.0,1593.0,1.0,1.0,0.0,1.0,1.0,2.0,13.0,5.0,66.0,33.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,3480.0,90.0,0.0,0.0,0.0,0.0,1.0,36.0
220,214.0,none,none,none,none,José Alexandre Gusmão,Xanana Gusmão,Xanana,Gusmão,Xanana Gusmão,Kay Rala Xanana,Indonesia,Indonesia vs FRETILIN,Revolutionary Front for an Independent East Timor,none,NaN,Male,1946.0,NaN,0.0,"Manatuto, East Timor (Former Portuguese Timor)",33.0,46.0,Unclear,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,23.0,1.0,Christianity,0.0,1.0,0.0,0.0,Journalism,1.0,1.0,0.0,1.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,0.0,0.0,none,"Tetum, Bahasa Indonesia, Portuguese, English",1.0,1.0,Complete,2450,1979.0-1999.0,64.0,2063,1.0,12.0,1992.0,9.0,1999.0,134.0,344.0,1132.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,5.0,3089.0,850.0,0.0,1.0,0.0,0.0,0.0,53.0
221,492.0,none,none,none,none,José María Canlás Sison,Joma,Joma,NaN,Joma,Amado Guerrero,Philippines,Philippines vs CPP (NPA),Communist Party of the Philippines (CPP)/Bagong Hukbong Bayan,New People's Army (NPA),529.0,Male,1939.0,NaN,0.0,"Cabugao, Ilocos Sur, The Philippines",29.0,49.0,Founded/Co-founded,1.0,Obtained Bachelor's,Indonesian Language and Literature,Literature,Other,0.0,0.0,1.0,NaN,1.0,NaN,NaN,1.0,0.0,0.0,Journalism,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Tagalog, Bahasa Indonesia, English, Dutch",1.0,1.0,Complete,1850,1988.0-2011.0,756.0,1913,4.0,1.0,1988.0,12.0,2011.0,10.0,217.0,1010.0,1.0,2.0,1.0,0.0,2.0,2.0,328.0,241.0,247.0,92.0,0.0,0.0,0.0,0.0,0,0.0,6.0,3487.0,840.0,0.0,1.0,0.0,0.0,0.0,72.0
222,30.0,none,none,none,none,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,none,none,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274.0,Male,1954.0,2011.0,1.0,"Cabinda Province, Angola",30.0,37.0,Appointed/Designated,0.0,Obtained Bachelor's,Agriculture,Agriculture,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Activist,NaN,1.0,NaN,0.0,0.0,NaN,NaN,none,none,NaN,0.0,NaN,0.0,0.0,Disease/natural causes,"Kongo, Portuguese",0.0,0.0,Complete,663,1991.0-1996.0,21.0,140,1.0,6.0,1991.0,9.0,1996.0,192.0,191.0,1392.0,0.0,1.0,0.0,0.0,1.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,2817.0,540.0,1.0,0.0,0.0,0.0,0.0,42.0
223,54.0,none,none,none,none,Joseph Karumba,Joseph Karumba,Joseph,Karumba,none,none,Burundi,Burundi vs FROLINA,Front de Liberation Nationale (FROLINA),FROLINA,NaN,Male,NaN,NaN,0.0,NaN,NaN,NaN,Founded/Co-founded,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Other,NaN,1.0,NaN,0.0,1.0,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,Kirundi,0.0,0.0,Incomplete,71,1997.0-2000.0,1.0,221,1.0,10.0,1997.0,8.0,2000.0,90.0,13.0,1279.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,462.0,516.0,1.0,0.0,0.0,0.0,0.0,NaN
224,461.0,none,none,none,none,Joseph Rao Kony,Joseph Kony,Joseph,Kony,none,none,Uganda,Uganda vs LRA,Lord's Resistance Army (LRA)/Holy Spirit Movement/Holy Spirit Mobile Force/United Holy Salvation Army/Uganda Christian Army,LRA,40.0,Male,1961.0,NaN,NaN,"Odek, Uganda",26.0,27.0,Appointed/Designated,0.0,Finished primary,none,none,none,0.0,0.0,1.0,999.0,1.0,Christianity,0.0,1.0,0.0,0.0,Medicine,0.0,1.0,NaN,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Acholi, English",1.0,0.0,Complete,5880,1988.0-2011.0,171.0,1807,1.0,2.0,1988.0,12.0,2011.0,118.0,151.0,1336.0,1.0,2.0,0.0,1.0,2.0,3.0,2425.0,1822.0,193.0,98.0,0.0,0.0,0.0,1.0,0,0.0,-1.0,1185.0,500.0,1.0,0.0,0.0,0.0,0.0,50.0
225,468.0,none,none,none,none,Juma Oris,Juma Oris,Juma,Oris,none,none,Uganda,Uganda vs WNBF,West Nile Bank Liberation Front,WNBF,NaN,Male,1933.0,2001.0,1.0,Uganda,62.0,63.0,Founded/Co-founded,0.0,No/incomplete primary,none,none,none,0.0,0.0,1.0,999.0,0.0,Christianity,NaN,1.0,0.0,0.0,Military,1.0,0.0,0.0,1.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,Disease/natural causes,"English, Arabic",1.0,0.0,Complete,128,1996.0-1996.0,1.0,1833,1.0,4.0,1996.0,12.0,1996.0,118.0,152.0,1338.0,1.0,1.0,0.0,0.0,1.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1.0,772.0,500.0,1.0,0.0,0.0,0.0,0.0,63.0
226,478.0,none,none,none,none,Jumaboi Ahmadjonovich Khodjiyev,Juma Namangani,Juma,Namangani,Juma Namangani,none,Uzbekistan,Uzbekistan vs IMU,Islamic Movement of Uzbekistan (IMU),IMU,154.0,Male,1969.0,2001.0,1.0,"Namangan, in the Fergana Valley Region of Uzbekistan",29.0,30.0,Founded/Co-founded,1.0,Obtained Bachelor's,Agricultural,Agriculture,none,0.0,0.0,1.0,999.0,1.0,Islam,0.0,1.0,0.0,0.0,Activist,1.0,1.0,1.0,1.0,1.0,0.0,0.0,none,none,1.0,0.0,2.0,0.0,0.0,Assassinated by external state,Uzbek,0.0,0.0,Complete,554,1999.0-2000.0,3.0,1870,1.0,2.0,1999.0,10.0,2000.0,221.0,363.0,1202.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1,0.0,-5.0,3296.0,704.0,0.0,1.0,0.0,0.0,0.0,31.0
227,41.0,none,none,none,none,Jyotirindra Bodhipriya Larma,Shantu Larma,Shantu,Larma,none,Shantu Larma,Bangladesh,Bangladesh vs Shanti Bahini,Shanti Bahini,none,NaN,Male,1944.0,NaN,0.0,"Mahapuram Village, Burighat Mouza, Naniarchar Upazila, Rangamati Hill District, Chittagong Hill Tracts, Bangladesh",39.0,39.0,Appointed/Designated,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,20.0,1.0,Buddhism,0.0,1.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,none,"Chakma, Bengali",0.0,0.0,Complete,29,1983.0-1992.0,135.0,179,2.0,11.0,1983.0,11.0,1992.0,126.0,223.0,1127.0,0.0,1.0,0.0,0.0,2.0,1.0,263.0,231.0,43.0,37.0,0.0,0.0,0.0,1.0,0,0.0,5.0,1294.0,771.0,0.0,1.0,0.0,0.0,0.0,48.0
228,426.0,none,none,none,none,Kandasamy Pathmanabha,Kandasamy Pathmanabha,Kandasamy,Pathmanabha,none,none,Sri Lanka,Sri Lanka vs EPRLF,The Eelam People's Revolutionary Liberation Front,EPRLF,NaN,Male,1951.0,1990.0,1.0,"Kankesanthurai, Sri Lanka",30.0,38.0,Elected,0.0,Obtained Bachelor's,Accounting,Business,none,1.0,1.0,1.0,38.0,0.0,Buddhism,NaN,1.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,0.0,1.0,NaN,Bachelor's,United Kingdom,1.0,0.0,2.0,1.0,0.0,Assassinated by rival group,"Tamil, English",1.0,0.0,Complete,33,1985.0-1989.0,2.0,1962,1.0,1.0,1989.0,12.0,1985.0,157.0,687.0,1165.0,0.0,1.0,0.0,1.0,1.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.0,2323.0,780.0,0.0,1.0,0.0,0.0,0.0,34.0
229,207.0,none,none,none,none,Kaji Ibrahim,Kaji Ibrahim,Kaji,Ibrahim,none,none,India,India vs PULF,People's United Liberation Front (PULF),none,341.0,Male,1961.0,NaN,0.0,NaN,NaN,47.0,Unclear,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Islam,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,2730,2008.0-2008.0,1.0,814,1.0,11.0,2008.0,12.0,2008.0,259.0,772.0,1212.0,0.0,1.0,0.0,0.0,1.0,NaN,0.0,0.0,4.0,4.0,0.0,NaN,1.0,0.0,1,3.0,7.0,3111.0,750.0,0.0,1.0,0.0,0.0,0.0,47.0
230,267.0,none,none,none,none,Kamal al-Nairab,Kamal al-Nairab,Kamal,al-Nairab,Abu Awad,none,Israel,Israel vs PRC,Lijan al-Muqawama al-Sha'biyye/an-Nasser Salah ad-Din Battalions,Popular Resistance Committees (PRC),25.0,Male,1968.0,2011.0,1.0,"Shaboura Refugee Camp, Rafah, Gaza, Israel",32.0,38.0,Founded/Co-founded,1.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,Assassinated by government,Arabic,0.0,0.0,Complete,5,2006.0-2006.0,1.0,1059,2.0,6.0,2006.0,12.0,2006.0,37.0,629.0,1054.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,NaN,NaN,0,0.0,6.0,23063.0,666.0,0.0,0.0,0.0,1.0,0.0,38.0
232,7.0,none,none,none,none,Karim Khalili,Karim Khalili,Karim,Khalili,none,none,Afghanistan,Afghanistan vs Hezb-i-Wahdat,Hezb-i-Wahdat,none,NaN,Male,1950.0,NaN,0.0,"Qala-i-Chesht Behsud, District of Maidan-Wardak Province, Afghanistan",45.0,45.0,Elected,0.0,Finished secondary,Islam,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,1.0,0.0,1.0,4.0,Secondary,Iran,0.0,0.0,1.0,0.0,0.0,none,"Pashto, Dari",0.0,0.0,Complete,743,1995.0-1995.0,7.0,32,2.0,3.0,1995.0,12.0,1995.0,137.0,413.0,1142.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,-3.0,709.0,700.0,0.0,1.0,0.0,0.0,0.0,45.0
233,369.0,none,none,none,none,Khadaffy Janjalani,Khadaffy Janjalani,Khadaffy,Janjalani,none,none,Philippines,Philippines vs ASG,Abu Sayyaf Group,Abu Sayyaf,45.0,Male,1975.0,2006.0,1.0,"Isabella, Basilan, Philippines",23.0,23.0,Appointed/Designated,0.0,Obtained Bachelor's,Computer Science,Math,none,0.0,0.0,1.0,NaN,NaN,Islam,NaN,0.0,0.0,0.0,Other,0.0,0.0,NaN,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,1.0,0.0,KIA,"Tausug, Tagalog, Arabic, English",1.0,1.0,Complete,216,1998.0-2006.0,90.0,1393,2.0,12.0,1998.0,9.0,2006.0,112.0,249.0,1119.0,0.0,1.0,0.0,0.0,1.0,2.0,291.0,232.0,70.0,40.0,0.0,1.0,1.0,0.0,1,0.0,6.0,3057.0,840.0,0.0,1.0,0.0,0.0,0.0,31.0
235,251.0,none,none,none,none,Khaled Mashaal,Khaled Mashaal,Khaled,Mashaal,none,none,Israel,Israel vs Hamas,Harakat al-Muqawama al-Islamiyya (HAMAS),Islamic Resistance Movement (Hamas),531.0,Male,1956.0,NaN,0.0,"Silwad, Jordanian-Controlled West Bank",46.0,48.0,Founded/Co-founded,0.0,Obtained Bachelor's,Physics,Science,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,1.0,1.0,4.0,Bachelor's,Kuwait,0.0,1.0,3.0,0.0,0.0,none,Arabic,0.0,0.0,Complete,2320,2004.0-2011.0,60.0,1015,3.0,4.0,2004.0,12.0,2011.0,37.0,381.0,1051.0,0.0,1.0,0.0,1.0,1.0,2.0,35.0,33.0,52.0,47.0,0.0,0.0,1.0,1.0,1,0.0,6.0,22871.0,666.0,0.0,0.0,0.0,1.0,0.0,55.0
236,433.0,none,none,none,none,Khalil Ibrahim,Khalil Ibrahim,Khalil,Ibrahim,none,none,Sudan,Sudan vs JEM,Justice and Equality Movement (JEM),JEM,392.0,Male,1958.0,2011.0,1.0,"Tina, North Darfur, Sudan",45.0,45.0,Founded/Co-founded,0.0,Obtained Master's,Public Health,Medicine,none,0.0,1.0,1.0,32.0,1.0,Islam,1.0,1.0,0.0,0.0,Medicine,1.0,0.0,1.0,1.0,0.0,1.0,2.0,Master's,Netherlands,0.0,1.0,2.0,0.0,0.0,KIA,"Zaghawa, Arabic",0.0,0.0,Complete,6840,2003.0-2010.0,29.0,1665,1.0,12.0,2003.0,12.0,2010.0,113.0,434.0,1315.0,1.0,1.0,1.0,1.0,2.0,1.0,102.0,25.0,8.0,3.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,2290.0,625.0,0.0,0.0,0.0,1.0,0.0,52.0
237,351.0,none,none,Sardar,none,Khari Baksh Marri,Khari Baksh Marri,Khari Baksh,Marri,none,none,Pakistan,Pakistan vs Baluch Ittehad,Baluch Ittehad,none,NaN,Male,1928.0,2014.0,1.0,"Balochistan’s Kohlu Region, Pakistan",74.0,78.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Islam,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,1.0,1.0,1.0,0.0,none,none,1.0,0.0,3.0,1.0,0.0,Disease/natural causes,"Balochi, Urdu, English",1.0,0.0,Complete,185,2006.0-2006.0,2.0,1314,2.0,8.0,2006.0,12.0,2006.0,129.0,638.0,1130.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,2358.0,770.0,0.0,1.0,0.0,0.0,0.0,78.0
238,318.0,none,none,none,none,Khu Hte Bupeh,Khu Hte Bupeh,Khu Hte,Bupeh,none,none,Myanmar,Myanmar vs KNPP,Karenni National Progressive Party (KNPP)/Karenni Army,KNPP,337.0,Male,1937.0,2011.0,1.0,"Kaylya Vllage, Prusoe Township, Karenni State, Myanmar",NaN,68.0,Unclear,NaN,Obtained Bachelor's,History,History,none,0.0,0.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,2,2005.0-2005.0,1.0,1191,1.0,1.0,2005.0,12.0,2005.0,56.0,311.0,1067.0,0.0,1.0,1.0,1.0,1.0,2.0,19.0,19.0,3.0,3.0,0.0,1.0,0.0,0.0,0,0.0,-4.0,3179.0,775.0,0.0,1.0,0.0,0.0,0.0,68.0
239,330.0,none,none,none,none,Zhang Qifu,Khun Sa,Khun,Sa,none,none,Myanmar,Myanmar vs MTA,The Mong Tai Army,MTA,NaN,Male,1934.0,2007.0,1.0,"Shan State, Burma",51.0,51.0,Founded/Co-founded,0.0,No/incomplete primary,none,none,none,0.0,0.0,1.0,NaN,1.0,Buddhism,0.0,0.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,NaN,Disease/natural causes,Shan,0.0,0.0,Complete,2360,1985.0-1995.0,16.0,2014,1.0,1.0,1985.0,12.0,1995.0,67.0,308.0,1097.0,0.0,1.0,1.0,1.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-3.0,1329.0,775.0,0.0,1.0,0.0,0.0,0.0,61.0
240,208.0,none,none,none,none,Kondapalli Seetharamaiah,Kondapalli Seetharamaiah,Kondapalli,Seetharamaiah,none,Kondapally Sitaramah,India,India vs PWG,People's War Group (PWG),none,64.0,Male,1915.0,2002.0,1.0,"Janardhanapuram Village Near Gudivada in Krishna District, India",65.0,75.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,1.0,19.0,1.0,Hinduism,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Hindi,0.0,0.0,Complete,75,1990.0-1992.0,6.0,817,1.0,1.0,1990.0,1.0,1992.0,29.0,405.0,1035.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,49.0,5.0,2.0,0.0,0.0,0.0,0.0,0,2.0,7.0,1266.0,750.0,0.0,1.0,0.0,0.0,0.0,77.0
241,397.0,none,Major,none,none,Johnny Paul Koroma,Johnny Paul Koroma,Johnny,Koroma,none,none,Sierra Leone,Sierra Leone vs AFRC,NaN,none,NaN,Male,1960.0,2003.0,1.0,"Tombodu, Kono District, Sierra  Leone",37.0,38.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military,Military,none,1.0,1.0,1.0,NaN,0.0,Christianity,NaN,1.0,0.0,0.0,Military,1.0,0.0,1.0,0.0,0.0,1.0,5.0,Bachelor's,"United Kingdom, Ghana",1.0,0.0,2.0,1.0,NaN,none,"Halima, Temne",0.0,0.0,Complete,1110,1998.0-1999.0,5.0,1516,1.0,2.0,1998.0,12.0,1999.0,187.0,131.0,1385.0,1.0,2.0,0.0,0.0,3.0,2.0,10.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0,0.0,4.0,664.0,451.0,1.0,0.0,0.0,0.0,0.0,39.0
242,44.0,none,none,none,none,Kresimir Zubak,Kresimir Zubak,Kresimir,Zubak,none,none,Bosnia,Bosnia vs Croatian Republic,Croatian Republic,none,NaN,Male,1947.0,NaN,0.0,"Doboj, Bosnia (Former Yugoslavia)",47.0,47.0,Elected,0.0,Obtained Bachelor's,Law,Law,none,0.0,0.0,1.0,NaN,1.0,Christianity,NaN,1.0,0.0,0.0,Career politician,1.0,0.0,1.0,1.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,none,Croatian,0.0,0.0,Complete,219,1994.0-1994.0,4.0,196,2.0,2.0,1994.0,3.0,1994.0,203.0,293.0,1193.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,NaN,1296.0,346.0,0.0,0.0,1.0,0.0,0.0,47.0
243,164.0,Doctor,none,none,none,Kukli Samba Sanyang,Kukli Sanyang,Kukli,Sanyang,none,Dominique Salvoa Kukoi Samba; Dr. Sarjo Manneh; Dr. Manning,Gambia,Gambia vs SRLP,"Gambia Socialist Revolutionary Party, National Convention Party,  Movement for Justice in Africa, National Patriotic Front of Liberia,  Gambia Underground Socialist Revolutionary Workers Party",none,NaN,Male,1952.0,2013.0,1.0,"Wassadu, Gambia",29.0,29.0,Unclear,0.0,Obtained Bachelor's,Religion,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Laborer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,none,NaN,NaN,Complete,60,1981.0-1981.0,1.0,647,1.0,7.0,1981.0,8.0,1981.0,149.0,547.0,1363.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,1245.0,420.0,1.0,0.0,0.0,0.0,0.0,29.0
244,314.0,none,none,none,none,Lanyaw Zawng Hra,Lanyaw Zawng Hra,Lanyaw,Hra,none,none,Myanmar,Myanmar vs KIO,The Kachin Independence Organization,KIO,NaN,Male,1935.0,NaN,0.0,"Sumprabum, Myanmar",29.0,76.0,Unclear,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,NaN,NaN,Christianity,NaN,NaN,0.0,0.0,none,NaN,1.0,NaN,1.0,NaN,0.0,0.0,none,none,NaN,NaN,NaN,0.0,NaN,none,Kachin,0.0,0.0,Complete,5,2011.0-2011.0,1.0,1170,1.0,6.0,2011.0,12.0,2011.0,34.0,304.0,1043.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0,0.0,-1.0,5058.0,775.0,0.0,1.0,0.0,0.0,0.0,76.0
245,76.0,none,none,none,none,Laokein Barde Frisson,Laokein Barde Frisson,Laokein,Frisson,none,none,Chad,Chad vs FARF,Action Front for a Federal Republic (FARF),none,NaN,Male,NaN,1998.0,1.0,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,1.0,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,KIA,none,NaN,NaN,Incomplete,6,1997.0-1998.0,3.0,310,1.0,11.0,1997.0,4.0,1998.0,91.0,26.0,1297.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,880.0,483.0,1.0,0.0,0.0,0.0,0.0,NaN
246,125.0,none,none,none,none,Laurent Kabila,Laurent Kabila,Laurent,Kabila,none,none,Democratic Republic of Congo,DRC vs AFDL,NaN,none,NaN,Male,1939.0,2001.0,1.0,"Likasi, Katanga Province, Democratic Republic of the Congo",57.0,57.0,none,0.0,Obtained Bachelor's,Philosophy,Philosophy,none,0.0,1.0,1.0,NaN,1.0,Christianity,NaN,1.0,0.0,0.0,Business/entrepeneurship,0.0,1.0,0.0,0.0,1.0,1.0,NaN,Bachelor's,"Tanzania, France, Serbia",0.0,1.0,3.0,0.0,0.0,Fratricide,"Luba-Kasai, French",0.0,0.0,Complete,8110,1996.0-1997.0,3.0,486,1.0,10.0,1996.0,5.0,1997.0,86.0,39.0,1268.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,265.0,490.0,1.0,0.0,0.0,0.0,0.0,58.0
247,128.0,none,none,none,none,Laurent Nkundabatware Mihigo,Laurent Nkunda,Laurent,Nkunda,The Chairman,Laurent Nkunda Batware,Democratic Republic of Congo,DRC vs CNDP,National Congress for the Defence of the People,CNDP,NaN,Male,1967.0,NaN,0.0,"Rutshuru Region, North Kivu Province, Democratic Republic of the Congo    ",39.0,39.0,Founded/Co-founded,0.0,Obtained Bachelor's,Psychology,Science,none,0.0,0.0,1.0,NaN,1.0,Christianity,1.0,0.0,0.0,0.0,Military,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,0.0,0.0,none,"Kinyarwanda, English, French, Swahili",1.0,1.0,Complete,1230,2006.0-2009.0,6.0,494,1.0,1.0,2006.0,1.0,2009.0,86.0,646.0,1272.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,NaN,0.0,1.0,0,0.0,4.0,259.0,490.0,1.0,0.0,0.0,0.0,0.0,42.0
